กงต์, โอกูสต์	COMTE, AUGUSTE
คลิงเงอร์	KLINGER
คลิตอริส	CLITORIS
คลิตเตอร์	CLITTER
คลิน	KLIN
คลินตัน	CLINTON
คลินตัน, บิลล์	CLINTON, BILL
คลินต์	CLINT
คลินิก	CLINIC
คลินีฟิลเตอร์	KLINEFELTER
คลิป	CLIP
คลิปบอร์ด	CLIPBOARD
คลิปปิง	CLIPPING
คลิปเปอร์ตัน	CLIPPERTON
คลิปเปิน	KLIPPEN
คลิฟตัน	CLIFTON
คลิฟต์	CLIFT
คลิฟฟอร์ด	CLIFFORD
คลิฟฟ์	CLIFF
คลิส	KLIS
คลิเบิร์น	CLYBURN
คลิ๊ก	KLICK
คลี	CLEE
คลีน	CLEAN
คลีฟ	CLEEVE
คลีฟส์	CLEVES
คลีฟแลนด์	CLEVELAND
คลีฟแลนด์, โกรเวอร์	CLEVELAND, GROVER
คลีฟแลนไดต์	CLEAVELANDITE
คลีเบิร์ก	KLEBERG
คลีเบิร์น	CLIBURN
คลีเมนส์	CLEMENS
คลีเมิ่น	KLEEMAN
คลีเวจ	CLEAVAGE
คลีเวอร์	CLEAVER
คลีเวิ่น	CLEVEN
คลีโอ	CLIO
คลูต	CLUTE
คลูน	CLUNE
คลูนี่ย์	CLOONEY
คลูฟ	CLOUGH
คลูร์	CLURE
คลูส	CLUSE
คล็อก	KLOCK
คล็อด	CLAUD
คล็อตส์	KLOTZ
คล็อปเติ้น	CLOPTON
คล็อปเฟอร์	KLOPFER
ควอดรันต์	QUADRANT
ควอดรูน	QUADROON
ควอตซ์แทรไคต์	QUARTZ TRACHYTE
ควอนด์ต	QUANDT
ควอนตัม	QUANTAM
ควอร์ก	QUARK
ควอร์ต	QUART
ควอร์ตไซต์	QUARTZITE
ควอร์น	QUORN
ควอร์รี่	QUARRY
ควอร์เตอร์	QUARTER
ควอร์เตอร์แบ็ก	QUARTERBACK
ควอร์เทต	QUARTET
ควอร์โต	QUARTO
ควอร์ไทล์	QUARTILE
ควอลส์	QUARLES
ควอเทอร์เนียน	QUATERNION
ควอแดรต	QUADRAT
ควันทิตี	QUANTITY
ควัม	QUAM
ควาริช	QUARITCH
ควาเตอร์นารี	QUATERNARY
ควิก	KWIC
ควิกซอร์ต	QUICKSORT
ควิกวอลตซ์	QUICK WALTZ
ควิกสเต็ป	QUICKSTEP
ควิซ	QUIZ
ควิตเมิ่น	QUITMAN
ควิน	QUINE
ควินซี	QUINCY
ควินซ์	QUINCE
ควินด์เลิ่น	QUINDLEN
ควินต้อน	QUINTON
ควินทาน่า	QUINTANA
ควินทิน	QUINTIN
ควินทิเลียน	QUINTILIAN
ควินน์	QUINN
ควินบี้	QUINBY
ควินิน	QUININE
ควินเติส	QUINTUS
ควินเลิ่น	QUINLAN
ควิมบี้	QUIMBY
ควิล	QUILL
ควิลเตอร์	QUILTER
ควิลเลอร์	QUILLER
ควิส	QUIS
ควิสต์	QUIST
ควิออน	GUION
ควิออเท็ก	KWIATEK
ควิเบก	QUEBEC
ควิเลิ่น	QUILLEN
ควี	QUIE
ควีซีน	CUISINE
ควีนชาร์ล็อต	QUEEN CHARLOTTE
ควีนสแบร์รี่	QUEENSBERRY
ควีนแอนน์	QUEEN ANNE
ควีรีโค้	QUIRICO
ควีลิม	GWILYM
คว็อก	KWOK
คอกจีอาโน่	CAGGIANO
คอกเกอร์สแปเนียล	COCKER SPANIEL
คองกรีเกชัน	CONGREGATION
คองคอร์ด	CONCORD
คองช์	CONCH
คองเกรส	CONGRESS
คองเคิล	KONKEL
คองโก	CONGO
คอช	KOCH
คอชเลิ่นด์	KOSHLAND
คอด	CODD
คอดดิ่งเทิ้น	CODDINGTON
คอดเดิล	CAUDAL
คอดเมิ่น	CODMAN
คอตคี่	KOTTKE
คอตต้อนกราส	COTTON GRASS
คอตส์	KAUTZ
คอตเทจ	COTTAGE
คอตแมน, จอห์น เซลล์	COTMAN, JOHN SELL
คอท	KOTH
คอน	KOHN
คอนกรีต	CONCRETE
คอนกรีฟ	CONGREVE
คอนซอร์ต	CONSORT
คอนซัลติง	CONSULTING
คอนซีเควนต์	CONSEQUENT
คอนซูเมอร์	CONSUMER
คอนญัก	COGNAC
คอนดริโอโซม	CHONDRIOSOME
คอนดักชัน	CONDUCTION
คอนดายล์	CONDYLE
คอนดิชันเนอร์	CONDITIONER
คอนตราออคเตฟ	CONTRA OCTAVE
คอนทรารี	CONTRARIES
คอนทราสต์	CONTRAST
คอนทราแวเรียนต์	CONTRAVARIANT
คอนทัก	KONTAK
คอนทิเนนทัลเบรกฟาสต์	CONTINENTAL BREAKFAST
คอนนอลลี	CONNOLLY
คอนนิฟฟ์, เรย์	CONNIFF, RAY
คอนนี	CONNIE
คอนฟิกเกอร์	CONFIGURE
คอนราด	CONRAD
คอนราด, โจเซฟ	CONRAD, JOSEPH
คอนวีเนียนซ์ฟูด	CONVENIENCE FOOD
คอนสเตเบิล	CONSTABLE
คอนสเตเบิล, จอห์น	CONSTABLE, JOHN
คอนสแตนซ์	CONSTANCE
คอนสแตนติน	CONSTANTINE
คอนสแตนติโนเปิล	CONSTANTINOPLE
คอนูลาริด	CONULARID
คอนเชียนซ์	CONSCIENCE
คอนเซนเทรด	CONCENTRATE
คอนเซปต์	CONCEPT
คอนเดนซ์	CONDENSE
คอนเดนสด์มิลก์	CONDENSED MILK
คอนเดนเซอร์	CONDENSER
คอนเทนต์	CONTENT
คอนเทมพอรารี	CONTEMPORARY
คอนเทสซา	CONTESSA
คอนเทสต์	CONTEST
คอนเนตทิคัต	CONNECTICUT
คอนเนลล่า	CANNELLA
คอนเนลล์	CONNELL
คอนเนอรส์, จิมมี	CONNERS, JIMMY
คอนเนอร์	CONNOR
คอนเนอร์, บรูซ	CONNER, BRUCE
คอนเฟอร์	CONFER
คอนเฟอเรนซ์	CONFERENCE
คอนเริด	KONRAD
คอนเวกซ์	CONVEX
คอนเวอร์เตอร์	CONVERTER
คอนเวิร์ต	CONVERT
คอนเวิร์ส	CONVERSE
คอนแทกต์เลนส์	CONTACT LENSES
คอนแวนต์	CONVENT
คอนโซล	CONSOLE
คอนโดมิเนียม	CONDOMINIUM
คอนโดรไดต์	CHONDRODITE
คอนโตส	KONTOS
คอนโทรล	CONTROL
คอนโทรลพาเนล	CONTROL PANEL
คอนไดรต์	CHONDRITE
คอบบิง	COBBING
คอบเดน	COBDEN
คอบเบตต์	COBBETT
คอบเบลอร์	COBBLER
คอบเบิ้น	COBBAN
คอป	KOPJE
คอปต์	COPTIC
คอปพาร์ด	COPPARD
คอปฟ์	KOPF
คอปเปอรัส	COPPERAS
คอปเปอร์	COPPER
คอฟฟิน	COFFIN
คอฟฟิลด์	COFFIELD
คอฟฟีชอป	COFFEE SHOP
คอฟฟีเบรก	COFFEE BREAK
คอฟฟี่	COFFEY
คอฟฟี่เมต	COFFEE MATE
คอฟฟ์เมินน์	KAUFFMANN
คอฟเฟอร์	KAUFFER
คอฟเมิน	KAUFMAN
คอฟเมินน์	KAUFMANN
คอฟเมิ่น	KAUFFMAN
คอฟโน	KOVNO
คอมซัลเทชัน	CONSULTATION
คอมป์	COMP
คอมป์ตัน	COMPTON
คอมพาเนียน	COMPANION
คอมพิวเตอร์กราฟิกส์	COMPUTER GRAPHICS
คอมพิวเตอร์เน็ตเวิร์ก	COMPUTER NETWORK
คอมพิเทชัน	COMPETITION
คอมมอนเซนส์	COMMONSENSE
คอมมอนเรล	COMMON RAIL
คอมมอนเวลท์	COMMONWEALTH
คอมมานด์	COMMAND
คอมมานเดอร์	COMMANDER
คอมมานโด	COMMANDO
คอมมิวนิสต์	COMMUNIST
คอมมิวนิสม์	COMMUNISM
คอมมิวนิเคชัน	COMMUNICATION
คอมมิวเทเตอร์	COMMUTATOR
คอมมิสชัน	COMMISSION
คอมมูน	COMMUNE
คอมสต็อก	COMSTOCK
คอมอิน	COMYN
คอมี่	COMEY
คอมเดน, เบตตี	COMDEN, BETTY
คอมเพจ	COMPAGE
คอมเพรสเซอร์	COMPRESSOR
คอมเพลกซ์	COMPLEX
คอมเพานด์	COMPOUND
คอมเมนต์	COMMENT
คอมเมอเนอร์	COMMONER
คอมเมิน	COMMON
คอมเมิร์ช	COMMERCE
คอมแบต	COMBAT
คอมแพกต์ดิสก์	COMPACT DISC
คอมแพ็กต์	COMPACT
คอมโป้	COMPO
คอมโพเนนต์	COMPONENT
คอมโพไซต์	COMPOSITE
คอมไพล์	COMPILE
คอมไพเลอร์	COMPILER
คอมไพเลอร์-คอมไพเลอร์	COMPILER-COMPILER
คอยต์	COIT
คอยร่า	COIRA
คอยล์	COIL
คอยเนอร์	COINER
คอยเปอร์	KEUPER
คอรอยด์	CHOROID
คอรอลเลียน	CORALLIAN
คอรัล	CORAL
คอรัส	CHORUS
คอริออน	CHORION
คอริออลิส	CORIOLIS
คอร์ก	CORK
คอร์ซิกา	CORSICA
คอร์ซีพีไอ	CORE CPI
คอร์ด	CHORD
คอร์ดาตา	CHORDATA
คอร์ด้า	KORDA
คอร์ต	COURT
คอร์ท	KORTH
คอร์น	CORN
คอร์นค้อกเกิล	CORN COCKEL
คอร์นมีล	CORNMEAL
คอร์นสลัด	CORN SALAD
คอร์นสเปอรี่	CORN SPURREY
คอร์นออยล์	CORN OIL
คอร์นิซ	CORNICE
คอร์นเบิร์ก	KORNBERG
คอร์นเฟลกส์	CORNFLAKES
คอร์นเฟลด์	KORNFELD
คอร์นแบรช	CORNBRASH
คอร์นโกลด์	KORNGOLD
คอร์นไซรัป	CORN SYRUP
คอร์ป	KORP
คอร์ปัส	CORPUS
คอร์ฟู	CORFU
คอร์ยเบลิ่ม	KORNBLUM
คอร์รัปชัน	CORRUPTION
คอร์รี	CORRIE
คอร์ลี่	CHORLEY
คอร์ส	COURSE
คอร์สแวร์	COURSEWARE
คอร์เกิ่น	KORGEN
คอร์เซต	CORSET
คอร์เดต	CHORDATE
คอร์เดียไรต์	CORDIERITE
คอร์เทกซ์	CORTEX
คอร์เทิน	KORTEN
คอร์เนต	CORNET
คอร์เนลล์	CORNELL
คอร์เนลีอุส	CORNELIUS
คอร์เนอร์	CORNER
คอร์เนอร์	KORNER
คอร์เบอร์	KOERBER
คอร์เพอเรชัน	CORPORATION
คอร์เมิน	KORMAN
คอร์เรกต์	CORRECT
คอร์เรนเต	CORRENTE
คอล	KALL
คอลคอซ	KOLKHOZ
คอลด์เวลล์	CALDWELL
คอลฟิลด์	CAULFIELD
คอลลอยด์	COLLOID
คอลลาร์	COLLAR
คอลลาเจน	COLLAGEN
คอลลิงวูด	COLLINGWOOD
คอลลิงส์	COLLINGS
คอลลิต	COLLET
คอลลิน	COLLIN
คอลลินจ์	COLLINGE
คอลลินซัน, เจมส์	COLLINSON, JAMES
คอลลินส์	COLLINS
คอลลินส์, ฟิล	COLLINS,. PHIL
คอลลินส์, วิลกี	COLLINS, WILKIE
คอลลิสตา	CALLISTA
คอลลิสเตอร์	COLLISTER
คอลลิเกทิฟ	COLLIGATIVE
คอลลีน	COLLEEN
คอลลีย์	COLLEY
คอลลีเออร์	COLLYER
คอลลีแกน	COLLIGAN
คอลลี่	COLLIE
คอลลี่	COLLY
คอลล์	CALL
คอลวินส์	COLVINS
คอลวิล	COLVILLE
คอลส์วิตส์	CLAUSEWITZ
คอลัมน์	COLUMN
คอลิน	COLIN
คอลินสัน	COLLINSON
คอลิวเมลลา	COLUMELLA
คอลิเฟลาว์เออร์	CAULIFLOWER
คอลีย์	CAULEY
คอลีย์	CAWLEY
คอลี่	CALLIE
คอลเกต, วิลเลียม	COLGATE, WILLIAM
คอลเกิร์ล	CALL GIRL
คอลเดอร์, อะเล็กซานเดอร์	CALDER, ALEXANDER
คอลเดอร์ฮอลล์	CALDER
คอลเดอเริน	CALDERON
คอลเมิ่น	KALLMAN
คอลเรงคิมา	CHLORENCHYMA
คอลเลกชัน	COLLECTION
คอลเลงคิมา	COLLENCHYMA
คอลเลจ	COLLAGE
คอลเลอร์	COLLER
คอลเลิน	KALLEN
คอลเลิร์ด	COLLARD
คอลเลิ่ม	COLLUM
คอลเล็กเตอร์	COLLECTOR
คอลแบรต์	COLBERT
คอว์	CAW
คอส	COS
คอสคีเนิ่น	KOSKINEN
คอสซี่ย์	CAUSEY
คอสตาริกา	COSTA RICA
คอสติก	CASUSTIC
คอสติกโซดา	CAUSTIC SODA
คอสต์	COST
คอสมิก	COSMIC
คอสลีย์	CAUSLEY
คอสเกรฟ	COSGRAVE
คอสเตอร์	KOSTER
คอสเทลโล	COSTELLO
คอสเทลโล, เอลวิส	COSTELLO, ELVIS
คอสเมติกส์	COSMETICS
คอสแซค	COSSAC
คอฮู	COHU
คอเคซอยด์	CAUCASOID
คอเคซัส	CAUCASUS
คอเคลีย	COCHLEA
คอเดอร์	KAUDER
คอเดิล	CAUDLE
คอเบอเลอร์	KIBLER
คอเปล	CAPELL
คอเมนส์	KAMENS
คอเมอรี่	COMRIE
คอเมอร์	CALMER
คอเริ่น	KOREN
คอเลอริมิเตอร์	COLORIMETER
คอเลอร์	KOLLER
คอเลิ่ม	COLUM
คอโมโรส	COMOROS
คอโรนอยด์	CORONOID
คอโรนา	CORONA
คะปิลลาร์	CAPILLAR
คะยัค	KAYAK
คะแนรี	CANARIES
คัก	KUCK
คักส์	KUX
คักเคอเลอร์	KUCHLER
คังเคิล	KUNKEL
คัช	KUSCH
คัชเนอร์	KUSHNER
คัดโลว์	KUDLOW
คัต	CUT
คัตชู	COURT SHOE
คัตทานี่	CATTANI
คัตทิ่ง	CUTTING
คัตส์	CUTTS
คัตเตอร์	CUTTER
คัตเทอร์	KUTTER
คัตเทิ้น	CUTTEN
คัตเนอร์	KUTTNER
คัตเลอร์	CUTLER
คัตเวิร์ก	CUTWORK
คัตเอาต์	CUTOUT
คัตไรต์	CUTRIGHT
คัทติ้ง	CUTTINGS
คัทลียา	CATTLEYA
คัทเทนเนีย	CATANIA
คัทเบิร์ต	CUTHBERT
คัทเบิร์ตสัน	CUTHBERTSON
คันต์ส	KUNTZ
คันทรี	COUNTRY
คันท์	KUNTH
คันนิ่งแฮม	CUNNINGHAM
คันสเลอร์	KUNSTLER
คันสแตม	KOHNSTAMM
คันส์	KUNZ
คันเตอร์	CANTOR
คัป	CUP
คัปก์	KUPKE
คัปค่า	KUPKA
คัปปูชี	CAPPUCCI
คัปเค้ก	CUP CAKE
คัปเปิล	COUPLE
คัปเปิลส์, เฟรด	COUPLES, FRED
คัปเพลเลตี้	CAPPELLETTI
คัปเฟอร์	KUPFER
คัปโพรวินซี	KAAPPROVINSIE
คัม	CWM
คัมปาลา	KAMPALA
คัมป์	KUMP
คัมพะนี	COMPANY
คัมมั่นกราวนด์เซล	COMMON GROUNDSEL
คัมมั่นคัมฟรีย์	COMMON COMFREY
คัมมั่นเว็ทช์	COMMON VETCH
คัมมั่นโอราชี	COMMON ORACHE
คัมมิงส์	CUMMINGS
คัมมินสกี้	KAMINSKY
คัมมินโทไนต์	CUMMINTONITE
คัมมิ่งส์	COMINGS
คัมม์	KAMM
คัมลีย์	COMLEY
คัมเบล	CAMBELL
คัมเบอร์แลนด์	CUMBERLAND
คัมเพา	CAMPAU
คัมเฟรย์	COMFREY
คัมเมอร์	COMER
คัมเมิล	KUMMEL
คัมโพลี่	CAMPOLI
คัยยัม, โอมาร์	KHAYYAM, OMAR
คัล	KUHL
คัลดีค็อต	CALDICOTT
คัลตินเบิร์น	KALTENBORN
คัลม์	CULM
คัลลินารี	CULINARY
คัลลิส	COLLIS
คัลล์	COLL
คัลเชอร์	CULTURE
คัลเดอร์	KALDOR
คัลเมิ่น	KULLMANN
คัลเลน	CULLEN
คัลเลอร์	KULLER
คัลแบ็ก	KULLBACK
คัวร์	COIRE
คัส	KUSS
คัสซาโนวา, จาโกโม	CASSANOVA, GIACOMO
