AACHEN	アーヘン
ARGENTINA	アルゼンチン
ARGENTINA	アルヘンティーナ
ARGENTINE	アルゼンチン
ARGENTO	アルジェント
ARGERICH	アルヘリッチ
ARGHEZI	アルゲージ
ARGONNE	アルゴンヌ
ARI	アリ
ARIAS	アリアス
ARIBURUN	アルブルン
ARICHA	アーリチァ
ARIE	アリー
ARIEL	アリエル
ARIK	アルク
ARINOS	アリーナス
ARIO	アリオ
ARIOSTI	アリオスティ
ARIOSTO	アリオスト
ARISMENDI	アリスメンディ
ARISTA	アリスタ
ARISTIPPUS	アリスティップス
ARIZONA	アリゾナ
ARJUN	アルジュン
ARJUN	アージュン
ARKADY	アルカジイ
ARKANSAS	アーカンソー
ARKHIPOVA	アルヒーポワ
ARLENE	アーリーン
ARLINGTON	アーリントン
ARLISS	アーリス
ARMA	アルマ
ARMAH	アーマー
ARMAND	アルマン
ARMAND	アルマーンド
ARMAND	アーマンド
ARMANDO	アルマンド
ARMANDO	アーマンド
ARMANSPERG	アルマンスペルク
ARMEN	アルメン
ARMENIA	アルメニア
ARMER	アーマー
ARMES	アームズ
ARMES	アーメス
ARMFELT	アルムフェルト
ARMIN	アーミン
ARMINGTON	アーミントン
ARMINIUS	アルミニウス
ARMINJON	アルミニヨン
ARMOUR	アーマー
ARMS	アームズ
ARMSTRONG	アームストロング
ARN	アーン
ARNAL	アルナル
ARNALDO	アルナルド
ARNALDO	アーノルド
ARNAUD	アルノー
ARNAULD	アルノー
ARNAULT	アルノー
ARNAZ	アーナズ
ARNDT	アルント
ARNDT	アーント
ARNDTS	アルンツ
ARNE	アルネ
ARNE	アン
ARNE	アーネ
ARNE	アーン
ARNELL	アーネル
ARNER	アーナー
ARNET	アーネット
ARNETH	アルネート
ARNHEIM	アルンハイム
ARNHEIM	アーンハイム
ARNHEM	アルンヘム
ARNICHES	アルニーチェス
ARNIM	アルニム
ARNN	アーン
ARNO	アルノ
ARNO	アルノー
ARNO	アーノ
ARNOLD	アルノルト
ARNOLD	アーノルト
ARNOLD	アーノルド
ARNOLDSON	アルノルドソン
ARNOT	アーノット
ARNOUL	アルヌール
ARNSTEIN	アーンスタイン
ARNULFO	アルヌルフォ
ARODIN	アローディン
ARON	アロン
ARON	アーロン
ARONOFF	アロノフ
ARONOV	アロノフ
ARONOWITZ	アロノービツ
ARONSON	アロンソン
ARP	アルプ
ARPAD	アルパド
ARPE	アルペ
ARPINO	アルピーノ
ARRABAL	アラバール
ARRHENIUS	アレニウス
ARRIAGA	アリアガ
ARRIGO	アリーゴ
ARRIVET	アリベー
ARROWSMITH	アロースミス
ARROYO	アローヨ
ARSAN	アルサン
ARSEN	アルセン
ARSENIEV	アルセーニエフ
ARSENIJ	アルセニイ
ARSENIN	アルセニン
ARSONVAL	アルソンバル
ARTAMONOV	アルタモーノフ
ARTEDI	アルテディ
ARTEM	アルチョーム
ARTEMOV	アルチョーモフ
ARTHER	アーサー
ARTHUR	アルチュール
ARTHUR	アルツール
ARTHUR	アルトゥール
ARTHUR	アーサ
ARTHUR	アーサー
ARTIGAS	アルティガス
ARTIN	アルティン
ARTO	アルト
ARTSIMOVICH	アルツィモビチ
ARTSYBASHEV	アルツィーバーシェフ
ARTUR	アルトゥール
ARTUR	アーチャー
ARTURO	アルトゥーロ
ARTUSI	アルトゥージ
ARTUSIO	アーツシオ
ARUBA	アルーバ
ARUHN	アルーン
ARUTYUNOV	アルチューノフ
ARUTYUNYAN	アルテュニャーン
ARVID	アルビド
ARVIDSON	アルビトソン
ARVIDSON	アルビドソン
ARVO	アルボ
ARYA	アーヤ
ARYEH	アリエ
ASA	アサ
ASAHEL	アサヘル
ASAM	アザム
ASAR	アーサル
ASARE	エイサー
ASBESTOS	アスベスト
ASBURY	アズベリー
ASCELIN	アスラン
ASCH	アッシュ
ASCHAM	アスカム
ASCHER	アッシャー
ASCHOFF	アショフ
ASCIOLLA	アショルラ
ASEEV	アセーエフ
ASEFI	アーセフィ
ASELLI	アセリ
ASEN	アセン
ASENSIO	アセンシオ
ASFIA	アスフィア
ASH	アッシュ
ASHBURTON	アシュバートン
ASHCROFT	アッシュクロフト
ASHDOWN	アシュダウン
ASHDOWN	アッシュダウン
ASHE	アッシュ
ASHER	アシャー
ASHER	アッシャー
ASHERSON	アシャーソン
ASHFORD	アシュフォード
ASHFORD	アッシュフォード
ASHGABAT	アシガバット
ASHKENASI	アシュケナージ
ASHKENAZI	アシュケナジ
ASHKENAZY	アシュケナージ
ASHKHABAD	アシハバード
ASHLEY	アシュリー
ASHMOLE	アシュモール
ASHMORE	アシュモア
ASHRAF	アシュラフ
ASHTON	アシュトン
ASHURST	アシャースト
ASHWORTH	アシュウォース
ASHWORTH	アシュワース
ASHWORTH	アッシュワース
ASIA	アジア
ASIAIN	アシアイン
ASIMOV	アシモフ
ASKE	アスク
ASKER	アスケル
ASLAN	アスラン
ASMANOV	アズマノフ
ASMARA	アスマラ
ASMUS	アスムス
ASMUSSEN	アスムセン
ASMUSSEN	アスムッセン
ASNER	アスナー
ASPAR	アスパル
ASPELIN	アスペリン
ASPEN	アスペン
ASPEREN	アスペレン
ASPINALL	アスピノール
ASPINWALL	アスピンウォール
ASPLUND	アスプルンド
ASQUITH	アスキス
ASQUITH	アスキース
ASQUITH	アスクイス
ASSAD	アサド
ASSAGIOLI	アサジョーリ
ASSANDRI	アッサンドリ
ASSAR	アサール
ASSCHER	アッシャー
ASSELIJN	アセレイン
ASSELIN	アスラン
ASSER	アッセル
ASSO	アッソ
ASSOULINE	アスリーヌ
ASSUNTO	アッサント
AST	アスト
ASTANA	アスタナ
ASTEDT	オーステット
ASTLEY	アストリー
ASTON	アストン
ASTOR	アスター
ASTORGA	アストルガ
ASTRAKHAN	アストラカン
ASTRUP	アストラップ
ASTURIAS	アスツリアス
ASTURIAS	アストゥリアス
ASUNCION	アスンシオン
ATAHUALPA	アタウアルパ
ATAL	アタル
ATALAY	アタライ
ATALAY	アタレイ
ATAMANOV	アタマノフ
ATANASIU	アタナシウ
ATANASOV	アタナソフ
ATHABASCA	アタバスカ
ATHANASIOS	アタナシアス
ATHANASIUS	アタナシウス
ATHEARN	アサーン
ATHENS	アテネ
ATHERTON	アサトン
ATHERTON	アサートン
ATHOS	エイソス
ATIAS	アティアス
ATLANTA	アトランタ
ATLANTOV	アトラントフ
ATLAS	アトラス
ATLASOV	アトラーソフ
ATSIZ	アトスィーズ
ATTAIGNANT	アテニャン
ATTAR	アッタール
ATTENBOROUGH	アッテンボロー
ATTENBOROUGH	アテンボロー
ATTENHOFER	アッテンホーファ
ATTERBERG	アッテルベリ
ATTERBURY	アタベリー
ATTIA	アッテア
ATTILIO	アチリオ
ATTU	アッツ
ATTWELL	アトウェル
ATTWOOD	アットウッド
ATTWOOD	アトウッド
ATWATER	アトウォーター
ATWOOD	アトウッド
ATZORI	アッツォーリ
AU	ウー
AUBANEL	オーバネル
AUBE	オーブ
AUBERSON	オーベルソン
AUBERT	オベール
AUBERT	オーベール
AUBIN	オバン
AUBIN	オーバン
AUBREY	アブリー
AUBREY	オーブリー
AUBUSSON	オービュソン
AUCKLAND	オークランド
AUDEN	オーデン
AUDOIN	オードワン
AUDOUIN	オードゥアン
AUDOUX	オードゥー
AUDOUZE	オドゥーズ
AUDREY	オードリィ
AUDREY	オードリー
AUDUBON	オーデュボン
AUER	アウアー
AUER	オーア
AUERBACH	アウエルバッハ
AUERBACH	アーバック
AUERNHEIMER	アウエルンハイマー
AUERSPERG	アウエルスペルク
AUEZOV	アウエーゾフ
AUGSTEIN	アウクシュタイン
AUGUST	アウグスト
AUGUST	オーガスト
AUGUSTA	アウグスタ
AUGUSTA	オーガスタ
AUGUSTIN	オルギュスタン
AUGUSTIN	オーギュスタン
AUGUSTINE	オーグスチン
AUGUSTO	アウグスト
AUGUSTUS	アウグストゥス
AUKEN	アウケン
AUKRUST	アウクルスト
AULIN	アウリン
AULIN	オーリン
AULNOY	オーノワ
AURELIA	アウレリア
AURELIO	アウレリオ
AUREN	オーレン
AURIOL	オリオル
AURISPA	アウリスパ
AURORA	オーロラ
AUROUSSEAU	オルソー
AUSTEN	オースタン
AUSTEN	オースティン
AUSTERLITZ	アウステルリッツ
AUSTIN	オースチン
AUSTIN	オースティン
AUSTRAL	オーストラル
AUSTRALIA	オーストラリア
AUSTRIA	オーストリア
AUWERS	アウベルス
AVA	エバ
AVAKIAN	アバキアン
AVCI	アブジュ
AVDEENKO	アブディエンコ
AVELING	エーブリング
AVELLANEDA	アベリャネダ
AVENARIUS	アベナリウス
AVENEL	アブネル
AVENTIN	アバンタン
AVENTINUS	アベンティヌス
AVERBUKH	アブエルブフ
AVERESCU	アベレスク
AVERIANOV	アベリヤノフ
AVERIN	アベリン
AVEROFF	アベロフ
AVERY	アベリー
AVERY	エイバリー
AVERY	エイブリ
AVERY	エイブリー
AVERY	エイベリー
AVERY	エーブリ
AVEZ	アベズ
AVISON	アビソン
AVISON	エイビソン
AVNER	アブネル
AVOGADRO	アボガドロ
AVRAHAM	アブラハム
AVRAM	エイブラム
AVRAMOV	アブラモフ
AVVAKUM	アバクーム
AWOLOWO	アウォロウォ
AXEL	アクセル
AXELROD	アクセルロッド
AXELSON	アクセルソン
AXEN	アクセン
AXLING	アクスリング
AYALA	アヤラ
AYCKBOURN	エイクボーン
AYER	アイヤー
AYLMER	エールマー
AYLWIN	エイルウィン
AYMONIER	エーモニエ
AYO	アーヨ
AYRES	アイレス
AYRES	エアズ
AYRES	エアーズ
AYRES	エイヤース
AYRES	エイレス
AYRTON	アイルトン
AYRTON	エアトン
AYRTON	エイアトン
AYTOUN	エイトン
AYVAZ	アイバズ
AZAD	アザード
AZAD	アーザード
AZERBAIJAN	アゼルバイジャン
AZEVEDO	アゼベド
AZEVEDO	アゼベード
AZHARI	アズハリ
AZIMI	アズィミー
AZIZ	アジズ
AZNAVOUR	アズナブール
AZORIN	アソリン
AZUELA	アスエラ
BA	バー
BAADE	バーデ
BAADER	バーダー
BAAL	バール
BAARD	バールト
BABA	ババ
BABACAR	ババカール
BABADZHANIAN	ババジャニアン
BABANGIDA	ババンギダ
BABB	バブ
BABBAGE	バベジ
BABBITT	バビット
BABCOCK	バブコック
BABE	ベーブ
BABES	バーベス
BABETTE	バベット
BABEUF	バブーフ
BABIN	バビン
BABINGER	バービンガー
BABINGTON	バビントン
BABINSKI	バビンスキー
BABOULENE	バブレーヌ
BABRAK	バブラク
BABS	バブス
BABSON	バブソン
BABU	バブ
BABYLON	バビロン
BACALL	バコール
BACANU	ベカノ
BACCELLI	バチェリ
BACCHUS	バッカス
BACH	バック
BACH	バッハ
BACHARACH	バカラック
BACHAUER	バッカウアー
BACHE	ベイチュ
BACHELARD	バシュラール
BACHELLER	バチェラー
BACHELOR	バチェラー
BACHEM	バッヘム
BACHMAN	バックマン
BACHMANN	バッハマン
BACHMANN	バハマン
BACHRACH	バックラック
BACHRACH	バハラハ
BACHUS	バックス
BACK	バック
BACKER	バッカー
BACKHAUS	バックハウス
BACKHOUSE	バックハウス
BACKHUYSEN	バックホイセン
BACKOFEN	バッコーフェン
BACKUS	バッカス
BACKUS	バックス
BACON	バコン
BACON	ベイコン
BACON	ベーコン
BACOVIA	バコビア
BACSIK	バクチック
BACZKO	バスコー
BADA	バーダ
BADAJOZ	バダホス
BADDELEY	バッデリ
BADDELEY	バッドリー
BADDELEY	バドリー
BADE	ベード
BADEN	バーデン
BADER	バーダー
BADESCU	バデスク
BADGER	ハジャー
BADGER	バジャー
BADHAM	バダム
BADIA	バディア
BADINGS	バーディンクス
BADLEY	バドレー
BADNER	バードナー
BADT	バット
BAECK	ベク
BAEHR	ベーハー
BAEKELAND	ベークランド
BAEKKELUND	ベッケルント
BAER	ベアー
BAER	ベイヤー
BAER	ベーア
BAER	ベール
BAETHGEN	ベートゲン
BAEUMKER	ボイムカー
BAEYENS	バーイエンス
BAEZ	バエズ
BAFFIN	バフィン
BAGEHOT	バジョット
BAGGESEN	バッゲセン
BAGHDAD	バグダッド
BAGLEY	バグリ
BAGLEY	バグリイ
BAGLEY	バグレイ
BAGLIONI	バリオーニ
BAGLIVI	バリービ
BAGNALL	バグナル
BAGRATION	バグラティオン
BAGWELL	バグウェル
BAHAR	バハル
BAHLSEN	バールセン
BAHNER	バーナー
BAHNSEN	バーンゼン
BAHONAR	バホナール
BAHR	バー
BAHR	バール
BAHRAIN	バーレーン
BAIER	バイヤー
BAIKOV	バイコフ
BAIKOV	バイコーフ
BAIL	ベイル
BAILAR	ベーラー
BAILEY	バイレイ
BAILEY	ベイリー
BAILEY	ベーリ
BAILEY	ベーリィ
BAILEY	ベーリー
BAILLARGER	バイヤルジェ
BAILLEUL	ベイロイル
BAILLIE	バイリー
BAILLIE	ベイリー
BAILLIE	ベーリー
BAILLON	バイヨン
BAILLOT	バイヨ
BAILLOU	バイヨー
BAILLY	バイイ
BAILLY	ベイリー
BAILY	ベイリー
BAILYN	ベイリン
BAIN	ベイン
BAIN	ベーン
BAINBRIDGE	ベインブリッジ
BAINES	ベインズ
BAINS	ベインズ
BAINTON	ベイントン
BAINVILLE	バンビル
BAIRD	バイルト
BAIRD	ベアード
BAIRSTOW	ベアストー
BAJ	バイ
BAJER	バイアー
BAKAL	ベイカル
BAKALA	バカラ
BAKAN	バカン
BAKATIN	バカーチン
BAKAY	バカイ
BAKE	バーケ
BAKER	ベイカー
BAKER	ベーカ
BAKER	ベーカー
BAKERSFIELD	ベーカーズフィールド
BAKEWELL	ベークウェル
BAKH	バッハ
BAKHTIAR	バクチアル
BAKHTIAR	バフティヤル
BAKHTIN	バフチーン
BAKKE	バーキ
BAKKER	バッカー
BAKKER	ベカー
BAKLANOV	バクラノフ
BAKLANOV	バクラーノフ
BAKSHI	バクシ
BAKST	バクスト
BAKU	バク
BAKU	バクー
BAKUNIN	バクーニン
BALABAN	バラバン
BALADA	バラダ
BALANCHINE	バランシン
BALANDIER	バランディエ
BALANDIN	バランジン
BALAS	バラシュ
BALAZS	バラージュ
BALBOA	バルボア
BALCAR	バルツァル
BALCH	ボルチ
BALCHIN	ボールチン
BALCON	バルコン
BALDE	バルデ
BALDI	バルディ
BALDIN	バルディン
BALDINUCCI	バルディヌッチー
BALDOVINO	バルドビーノ
BALDRIDGE	ボルドリッジ
BALDRIDGE	ボールドリッジ
BALDUCCI	バルドゥッチ
BALDUNG	バルドゥング
BALDUS	バルドゥス
BALDWIN	ボールドウィン
BALE	ベール
BALEN	バーレン
BALENCIAGA	バレンシアガ
BALES	ベールス
BALES	ベールズ
BALET	バレット
BALEWA	バレワ
BALEY	ベーリー
BALFE	バルフ
BALFOUR	バルフォア
BALI	バリ
BALIN	バラン
BALINT	バリント
BALK	バルク
BALL	バル
BALL	ベイル
BALL	ボール
BALLA	バルラ
BALLANCE	バランス
BALLANTINE	バランタイン
BALLANTYNE	バランタイン
BALLARD	バラード
BALLE	バリー
BALLEK	バレック
BALLER	バラー
BALLIN	バリン
BALLING	バリング
BALLING	ボーリング
BALLINGER	バリンジャー
BALLIOL	ベリアル
BALLON	バロン
BALLOU	バルー
BALLVE	バイベ
BALLY	バイイ
BALMACEDA	バルマセダ
BALMAIN	バルマン
BALMAIN	バルメイン
BALMER	バルマー
BALMERINO	バルメリノ
BALOGH	バログ
BALOGH	バロー
BALOGH	バローグ
BALSAM	バルサム
BALSAS	バルサ
BALSEMAO	バルセマン
BALSHAM	バルシャム
BALTA	バルタ
BALTAZAR	バルタザー
BALTHASAR	バルタザール
BALTIC	バルト
BALTIMORE	ボルティモア
BALTIMORE	ボールティモア
BALUZE	バリューズ
BALY	バーリィ
BALY	ベイリー
BALZAC	バルザック
BALZER	バルツァー
BAMAKO	バマコ
BAMBER	バンバー
BAMBERGER	バンベルガー
BAMFORD	バムフォード
BAMFORD	バンフォード
BAMM	バム
BAMPTON	バンプトン
BAN	バン
BANACH	バーナハ
BANANA	バナナ
BANCAL	バンカール
BANCHIERI	バンキェリ
BANCROFT	バンクロフト
BAND	バント
BANDA	バンダ
BANDARANAIKE	バンダラナイケ
BANDEIRA	バンデイラ
BANDELLO	バンデッロ
BANDIERA	バンディエラ
BANDLER	バンドラー
BANDURA	バンデュラ
BANDY	バンディ
BANE	ベイン
BANERJEA	バネルジー
BANERJI	バナージ
BANFI	バンフィ
BANFIELD	バンフィールド
BANG	バング
BANGALORE	バンガロ
BANGEMANN	バンゲマン
BANGKOK	バンコク
BANGLADESH	バングラデシュ
BANGOR	バンゴール
BANGS	バングズ
BANGUI	バンギ
BANHAM	バンハム
BANISADR	バニサドル
BANISTER	バニスター
BANJUL	バンジュール
BANK	バンク
BANKHEAD	バンクヘッド
BANKS	バンクス
BANKY	バンキー
BANNATYNE	バナタイン
BANNERMAN	バンナーマン
BANNISTER	バニスター
BANSE	バンゼ
BANTI	バンティ
BANTING	バンティング
BANTOCK	バントク
BANVILLE	バンビル
BANZAROV	バンザロフ
BAQUET	バケット
BAR	バール
BARA	バラ
BARABASHEV	バラバシェフ
BARACH	バラック
BARAKAT	バラカト
BARAKAT	バラカート
BARAN	バラン
BARANOV	バラーノフ
BARANOWSKY	バラノウスキー
BARANSON	バランソン
BARASCH	バラシュ
BARASH	バラシュ
BARATI	バラティ
BARBADOS	バルバドス
BARBAR	バーバー
BARBARA	バルバラ
BARBARA	バーバラ
BARBATO	バルバート
BARBAULD	バーボールド
BARBE	バルブ
BARBE	バルベ
BARBE	バーブ
BARBER	バーバー
BARBERA	バーベラ
BARBERINI	バルベリーニ
BARBIER	バルビエ
BARBIER	バービアー
BARBIERI	バルビエリ
BARBON	バーボン
BARBOSA	バルボサ
BARBOSA	バルボーザ
BARBOTEU	バルボトゥー
BARBOUR	バーバー
BARBRA	バーバラ
BARBRA	バーブラ
BARCA	バルカ
BARCELONA	バルセロナ
BARCELONA	バーセロナ
BARCHET	バルヒェット
BARCIA	バルシア
BARCLAY	バークリ
BARCLAY	バークリー
BARCLAY	バークレイ
BARCLAY	バークレー
BARCO	バルコ
BARCZA	バルツァ
BARD	バード
BARDA	バルダ
BARDEEN	バーディーン
BARDEM	バルデム
BARDEN	バーデン
BARDI	バルディ
BARDIN	バールジン
BARDINA	バールジナ
BARDON	バードン
BARE	バール
BAREA	バレア
BARENTS	バレンツ
BARES	バレシュ
BARFIELD	バーフィールド
BARGER	バージャー
BARGER	ベルガー
BARHAM	バラム
BARHAM	バーラム
BARI	バーリ
BARING	ベアリング
BARINOVA	バリノワ
BARIONI	バリオーニ
BARJAVEL	バルジャベル
BARK	バーク
BARKER	バーカー
BARKER	バーガー
BARKHAUSEN	バルクハウゼン
BARKLEY	バークリ
BARKLEY	バークレー
BARKSDALE	バークスデール
BARLACH	バルラハ
BARLETT	バーレット
BARLETTA	バルレタ
BARLOW	バーロウ
BARLOW	バーロー
BARLTROP	バールトロップ
BARMEN	バーメン
BARNA	バルナ
BARNABAS	バルナバ
BARNABY	バーナビ
BARNABY	バーナビー
BARNAO	バーノオ
BARNARD	バーナード
BARNARDO	バーナードウ
BARNAVE	バルナーブ
BARNES	バーンズ
BARNET	バーネット
BARNETT	バーネット
BARNEVELDT	バルネフェルト
BARNEVIK	バーネビク
BARNEY	バーニー
BARNFIELD	バーンフィールド
BARNHART	バーンハート
BARNOUW	バーナウ
BARNUM	バーナム
BAROIN	バロワン
BARON	バロン
BARONE	バロン
BARONE	バローネ
BARONI	バローニ
BAROODY	バルーディー
BAROYAN	バロヤン
BARR	バー
BARR	バール
BARRACLOUGH	バラクロウ
BARRANDE	バランド
BARRANQUILLA	バランキヤ
BARRAS	バラス
BARRASS	バララス
BARRATT	バラット
BARRAUD	バロー
BARRAULT	バロー
BARRE	バー
BARRE	バール
BARRE	バーレ
BARRERA	バレラ
BARRET	バレ
BARRETO	バレット
BARRETO	バレト
BARRETT	バレット
BARRETTO	バレット
BARRIE	バリー
BARRIE	バーリー
BARRIENTOS	バリエントス
BARRINGTON	バリントン
BARRIOS	バリオス
BARRIOS	バリョス
BARRIS	バリス
BARRO	バロー
BARRON	バロン
BARROS	バロス
BARROS	バーロス
BARROSO	バロゾ
BARROW	バロー
BARROW	バーロー
BARROWS	バロウズ
BARROWS	バローズ
BARRUECO	バルエコ
BARRY	バリー
BARRY	ベアリー
BARRYMORE	バリモア
BARSANTI	バルサンティ
BARSCHEL	バルシェル
BARSOVA	バルソワ
BARSTOW	バーストウ
BART	バート
BART	バール
BARTELS	バルテルス
BARTELS	バーテルス
BARTELS	バーテルズ
BARTENSTEIN	バルテンシュタイン
BARTH	バルト
BARTH	バース
BARTHE	バルト
BARTHEL	バルテル
BARTHELME	バーセルミ
BARTHES	バルト
BARTHOLOMEW	バーソロミュー
BARTHOU	バルトゥー
BARTIN	バルタン
BARTLETT	バートレット
BARTLEY	バートレイ
BARTOLI	バルトリ
BARTOLI	バルトーリ
BARTOLOMMEO	バルトロメオ
BARTON	バートン
BARTOSEK	バルトゼク
BARTRAM	バートラム
BARTSCH	バルチュ
BARTZ	バーツ
BARUCH	バルーク
BARY	バリー
BARYATINSKI	バリャチンスキー
BARZIN	バルザン
BASADRE	バサドレ
BASCH	バシュ
BASCH	バッシュ
BASCHWITZ	バシュビツ
BASCOM	バスカム
BASEHART	ベースハート
BASEL	バーゼル
BASH	バァッシュ
BASHEV	バシェフ
BASHFORD	バシュフォード
BASHIKAROV	バシカロフ
BASHIR	バシル
BASHKIN	バシキン
